Category,ProductName,Total_Quantity_Sold,Total_Sales
Download Games,MGS Zoo Tycoon Dinosaur Digs X200,93,10137.0
Home & Office Phones,Contoso In front of Centrex L15 Black,93,4370.069999999999
Home & Office Phones,Contoso Phone System Accessory Handset with Charger M308 Black,93,2510.07
Home & Office Phones,Contoso Private Branch Exchange M88 Black,93,3068.0699999999997
Laptops,WWI Laptop16 M0160 Black,93,55707.0
Smart phones & PDAs,The Phone Company Smart phones 160x160 M26 Gold,93,19344.0
VCD & DVD,SV 8xDVD E120 Black,93,8360.699999999999
Download Games,MGS Flight Simulator 2002 M360,94,8366.0
Download Games,MGS Zoo Tycoon Marine Mania E120,94,2632.0
MP4&MP3,Contoso 32GB Video MP3 Player M3200 Pink,94,23970.0
Smart phones & PDAs,The Phone Company Smart phones 160x160 M26 Pink,94,19552.0
Televisions,"Adventure Works 19"" Color Digital TV E35 Silver",94,13479.599999999999
VCD & DVD,SV 22xDVD X680 Silver,94,15886.0
Water Heaters,Contoso Water Heater 1.5GPM E0800 Silver,94,24205.0
Cameras & Camcorders Accessories,Contoso Carrying Case E312 Pink,95,4746.2
Cameras & Camcorders Accessories,Contoso Macro Zoom Lens X300 Black,95,34822.25
Download Games,MGS Age of Mythology E118,95,2660.0
Download Games,MGS Dungeon Siege 2009 E163,95,3040.0
Download Games,MGS Fable: The Lost Chapters E107,95,5320.0
Laptops,Fabrikam Laptop14.1 M4100 White,95,55670.0
Televisions,"Adventure Works 20"" Analog CRT TV E45 Silver",95,19000.0
Televisions,"Adventure Works 20"" Analog CRT TV E45 White",95,19000.0
Download Games,"MGS Age of Empires, 2009 E182",96,3072.0
Download Games,MGS Flight Simulator 2009: A Century of Flight E151,96,4128.0
Download Games,MGS Shadow-run M230,96,6732.480000000002
Download Games,MGS Zoo Tycoon 2: African Adventure 2008 E136,96,4128.0
Smart phones & PDAs,The Phone Company PDA Palm 3.7 inch M830 Black,96,28704.0
Smart phones & PDAs,The Phone Company Smart phones Unlocked M300 White,96,25632.0
Televisions,"Adventure Works 13"" Color TV E25 White",96,11519.039999999995
Cameras & Camcorders Accessories,Contoso Digital Camera/Camcorder USB Cable E324 Purple,97,2716.0
Download Games,MGS MechWarrior 4: Knight E121,97,6295.299999999999
Download Games,MGS Train Simulator E124,97,4902.379999999998
Smart phones & PDAs,The Phone Company PDA Handheld 3.5 inch M610 Black,97,24735.0
Smart phones & PDAs,The Phone Company PDA Handheld 3.7 inch M630 White,97,25802.0
Smart phones & PDAs,The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver,97,29294.0
Smart phones & PDAs,The Phone Company PDA Wifi 3.7-inch M250 Silver,97,30070.0
Smart phones & PDAs,The Phone Company Smart phones Expert M400 Grey,97,29100.0
Televisions,"Adventure Works 40"" LCD HDTV M690 Black",97,114942.09000000005
Download Games,MGS Bicycle Card Games X600,98,10682.0
Download Games,MGS Zoo Tycoon 2: End range Species Expansion Pack E105,98,5488.0
Smart phones & PDAs,The Phone Company PDA Phone 4.7 inches L360 White,98,39396.0
Smart phones & PDAs,The Phone Company PDA Wifi 4.7-inch L290 Silver,98,37240.0
Smart phones & PDAs,The Phone Company Smart phones 8 GB of Memory M400 White,98,26362.0
Televisions,"Adventure Works 26"" 720p LCD HDTV M140 Silver",98,46057.06000000001
Download Games,MGS Age of Mythology 2009 E158,99,3168.0
Smart phones & PDAs,The Phone Company PDA Palm 3.5 inch M810 Black,99,27720.0
Download Games,MGS Age of Empires III: The Asian Dynasties E106,100,5600.0
Download Games,MGS Age of Empires III: The Asian Dynasties M180,100,7013.000000000001
Download Games,MGS Zoo Tycoon 2: Extinct Animals 2008 E129,100,4300.0
MP4&MP3,Contoso 4GB Portable MP3 Player M450 Black,100,9595.0
Smart phones & PDAs,The Phone Company Microsoft Windows Mobile M200 Pink,100,22900.0
Water Heaters,Contoso Water Heater 4.3GPM M1250 Red,100,87750.0
Cameras & Camcorders Accessories,Contoso Cyber Shot Digital Cameras Adapter E306 Black,101,4038.9899999999993
Download Games,MGS Halo: Combat Evolved E109,101,2301.79
Laptops,Fabrikam Laptop10.1 M0101 Silver,101,38874.9
MP4&MP3,Contoso 2G MP3 Player E200 Blue,101,2178.57
MP4&MP3,Contoso 4GB Flash MP3 Player E401 White,101,7845.680000000002
Smart phones & PDAs,The Phone Company PDA Phone 4.7 inches L360 Silver,101,40602.0
Smart phones & PDAs,The Phone Company Smart phones Unlocked International M800 Grey,101,31310.0
Download Games,MGS Dungeon Siege II E105,102,5712.0
Download Games,MGS MechCommander 2 E123,102,5701.799999999998
Download Games,MGS MechWarrior 4:Knight2009 E171,102,3264.0
Download Games,MGS Rise of Nations: Rise of Legends 2008 E137,102,4386.0
MP4&MP3,Contoso 16GB Mp5 Player M1600 Black,102,20389.8
Smart phones & PDAs,The Phone Company PDA Handheld 3.5 inch M610 White,102,26010.0
Smart phones & PDAs,The Phone Company PDA Handheld 4.7 inch L650 White,102,39678.0
Smart phones & PDAs,The Phone Company PDA Phone 4.7 inches L360 Black,102,41004.0
Smart phones & PDAs,The Phone Company PDA Phone Unlocked 3.7 inches M510 Black,102,24276.0
Smart phones & PDAs,The Phone Company Smart phones without camera E100 Pink,102,13158.0
Televisions,"Adventure Works 52"" LCD HDTV X790W Silver",102,162404.39999999997
Water Heaters,Contoso Water Heater 2.6GPM E0900 White,102,51816.0
Smart phones & PDAs,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,103,31106.0
Smart phones & PDAs,The Phone Company Smart phones 4 GB of Memory M300 Grey,103,24617.0
Smart phones & PDAs,The Phone Company Smart phones 6-LINE SCREEN M21 White,103,23690.0
Smart phones & PDAs,The Phone Company Smart phones Expert M400 Gold,103,30900.0
VCD & DVD,SV 8xDVD E130 Silver,103,5860.699999999999
Download Games,MGS Age of Empires Expansion: The Rise of Rome 2009 E181,104,3328.0
Download Games,MGS Bicycle Board Games2009 E165,104,3328.0
Download Games,MGS Rise of Nations E112,104,2912.0
Smart phones & PDAs,The Phone Company PDA Handheld 3.7 inch M630 Black,104,27664.0
Smart phones & PDAs,The Phone Company Smart phones 320 x 320 M86 White,104,29952.0
Televisions,"Adventure Works 20"" LCD HDTV M120 Black",104,36394.8
Download Games,MGS Age of Mythology: The Titans Expansion 2009 E148,105,4515.0
Download Games,MGS RalliSport Challenge E115,105,2940.0
Download Games,MGS Zoo Tycoon 2 E108,105,5880.0
Smart phones & PDAs,The Phone Company Microsoft Windows Mobile M200 White,105,24045.0
Smart phones & PDAs,The Phone Company PDA Handheld 3.5 inch M610 Silver,105,26775.0
Smart phones & PDAs,The Phone Company PDA Palm 4.7 inch L850 Silver,105,41790.0
Smart phones & PDAs,The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver,105,28140.0
Smart phones & PDAs,The Phone Company Smart phones 4 GB of Memory M300 Black,105,25095.0
Televisions,"Adventure Works 15.6"" LCD TV M130W Silver",105,31498.950000000004
VCD & DVD,SV 8xDVD E130 Black,105,5974.499999999999
Download Games,MGS Age of Mythology: The Titans Expansion M350,106,7679.700000000001
Download Games,MGS Racing Madness 2009 E169,106,3392.0
Monitors,Proseware CRT15 E10 Black,106,5194.0
Smart phones & PDAs,The Phone Company PDA GPS Phone 3.5 inch M910 Black,106,28408.0
Smart phones & PDAs,The Phone Company PDA Wifi 3.5-inch M200 Silver,106,29680.0
Smart phones & PDAs,The Phone Company Smart phones without camera E100 White,106,13674.0
Televisions,"Adventure Works 37"" 1080p LCD HDTV M150W Brown",106,116598.94000000003
Televisions,"Adventure Works 40"" LCD HDTV M690 Brown",106,125606.82000000007
VCD & DVD,SV 16xDVD M300 Silver,106,12614.0
Download Games,MGS Dungeon Siege: Legends of Aranna M330,107,8311.76
Download Games,MGS Zoo Tycoon2: Marine Mania Expansion Pack 2008 E135,107,4601.0
MP4&MP3,Contoso 8GB Clock & Radio MP3 Player X850 Green,107,32017.609999999997
Smart phones & PDAs,The Phone Company Microsoft Windows Mobile M200 Gold,107,24503.0
Smart phones & PDAs,The Phone Company Smart phones 6-LINE SCREEN M21 Grey,107,24610.0
Televisions,"Adventure Works 19"" Color Digital TV E35 White",107,15343.800000000001
Televisions,"Adventure Works 52"" LCD HDTV X590 Brown",107,310298.93
Download Games,MGS Bicycle Casino Games2009 E167,108,3456.0
Download Games,MGS Dal of Honor Airborne 2008 M430,108,3672.0
Download Games,MGS RalliSport Challenge2009 E155,108,2808.0
Download Games,MGS Rise of Nations2009 E152,108,4644.0
MP4&MP3,Contoso 4G MP3 Player E400 Green,108,6478.919999999998
MP4&MP3,Contoso 8GB Super-Slim MP3/Video Player M800 Green,108,11874.6
Monitors,WWI LCD24W X300 Black,108,93852.0
Smart phones & PDAs,The Phone Company PDA Wifi 3.7-inch M250 White,108,33480.0
Download Games,MGS Age of Empires II: The Conquerors Expansion 2009 E178,109,3488.0
Download Games,MGS Combat Flight Simulator 2009 E177,109,3488.0
Download Games,MGS Dungeon 2007 E141,109,4687.0
Download Games,MGS Flight Simulator X Acceleration Expansion Pack M200,109,7644.170000000001
Projectors & Screens,Contoso Screen 100in E010 Silver,109,20710.0
Smart phones & PDAs,The Phone Company PDA Handheld 3.7 inch M630 Silver,109,28994.0
Smart phones & PDAs,The Phone Company PDA Wifi 3.7-inch M250 Black,109,33790.0
Smart phones & PDAs,The Phone Company Smart phones 160x160 M26 White,109,22672.0
Smart phones & PDAs,The Phone Company Smart phones Unlocked International M800 Black,109,33790.0
Water Heaters,Contoso Water Heater 2.6GPM E0900 Grey,109,55372.0
Download Games,MGS Bicycle Board Games X500,110,11990.0
Download Games,MGS Flight Simulator X Acceleration Expansion Pack 2009 E128,110,3740.0
Download Games,MGS Rise of Nations: Thrones and Patriots2009 E145,110,4730.0
Laptops,Fabrikam Laptop12 M2002 Red,110,40480.0
Smart phones & PDAs,The Phone Company PDA GPS Phone 3.7 inch M930 Silver,110,32780.0
Smart phones & PDAs,The Phone Company PDA GPS Phone 4.7 inch L950 Silver,110,40480.0
Smart phones & PDAs,The Phone Company PDA Palm 3.5 inch M810 Silver,110,30800.0
VCD & DVD,SV 22xDVD X680 Black,110,18590.0
Water Heaters,Contoso Water Heater 7.2GPM X1800 Blue,110,162250.0
Televisions,"Adventure Works 19"" Portable LCD HDTV M110 Black",111,31078.89
Televisions,"Adventure Works 32"" LCD HDTV M130 Silver",111,55498.89000000002
Televisions,"Adventure Works 15.6"" LCD TV M130W Brown",112,33598.88000000001
Water Heaters,Contoso Water Heater 4.0GPM M1250 Red,112,88592.0
Download Games,MGS Dal of Honor Airborne M150,113,7924.69
Smart phones & PDAs,The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver,113,26894.0
Smart phones & PDAs,The Phone Company Smart phones 8 GB of Memory M400 Grey,113,30397.0
Smart phones & PDAs,The Phone Company Smart phones without camera E100 Gold,113,14577.0
Televisions,"Adventure Works 20"" CRT TV E15 White",113,19208.87
Touch Screen Phones,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Gold",113,59777.0
VCD & DVD,SV 16xDVD M320 Black,113,13447.0
Smart phones & PDAs,The Phone Company PDA GPS Phone 4.7 inch L950 Black,114,41952.0
Televisions,"Adventure Works 13"" Color TV E25 Silver",114,13678.859999999999
Televisions,"Adventure Works 20"" CRT TV E15 Silver",114,19378.859999999997
Televisions,"Adventure Works 26"" 720p LCD HDTV M140 Brown",114,53576.58000000002
Download Games,MGS Classic Flight Collection X400,115,12535.0
Download Games,MGS Zoo Tycoon Complete Collection2009 E150,115,4945.0
Smart phones & PDAs,The Phone Company Smart phones 160x160 M26 Grey,115,23920.0
Televisions,"Adventure Works 20"" CRT TV E15 Black",115,19548.85000000001
Televisions,"Adventure Works 20"" LCD HDTV M120 Silver",115,40244.24999999999
Download Games,MGS Flight Simulator 2004: A Century of Flight E111,116,3248.0
Televisions,"Adventure Works 13"" Color TV E25 Black",116,13918.839999999993
Download Games,MGS Combat Flight Simulator 3 E119,117,3276.0
Download Games,MGS Train Simulator 2009 E174,117,3744.0
Smart phones & PDAs,The Phone Company PDA Palm 3.7 inch M830 White,117,34983.0
Smart phones & PDAs,The Phone Company PDA Wifi 4.7-inch L290 White,117,44460.0
Smart phones & PDAs,The Phone Company Smart phones 4 GB of Memory M300 Gold,117,27963.0
Televisions,"Adventure Works 19"" Portable LCD HDTV M110 White",117,32758.83000000001
Touch Screen Phones,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey,117,33813.0
Smart phones & PDAs,The Phone Company Smart phones Unlocked International M800 Pink,118,36580.0
Televisions,"Adventure Works 37"" 1080p LCD HDTV M150W Black",118,129798.82000000002
Smart phones & PDAs,The Phone Company Smart phones Unlocked M300 Gold,119,31773.0
Televisions,"Adventure Works 52"" LCD HDTV X790W White",119,189471.80000000002
Download Games,MGS Kings & Myths: The Age Collection2009 E147,120,5160.0
Smart phones & PDAs,The Phone Company Smart phones 320 x 320 M86 Grey,120,34560.0
Smart phones & PDAs,The Phone Company Smart phones without camera E100 Black,120,15480.0
Televisions,"Adventure Works 19"" Portable LCD HDTV M110 Silver",120,33598.80000000001
VCD & DVD,SV 16xDVD M300 Black,120,14280.0
VCD & DVD,SV 8xDVD E120 Silver,120,10788.0
Download Games,MGS Halo 2 for Windows Vista M220,121,8485.730000000001
Download Games,MGS Return of Arcade Anniversary Edition M390,121,11470.800000000001
Smart phones & PDAs,The Phone Company Smart phones without camera E100 Grey,121,15609.0
Televisions,"Adventure Works 32"" LCD HDTV M130 Brown",121,60498.790000000015
Touch Screen Phones,Contoso Touch Screen Phones - CRT M11 Black,121,22869.0
VCD & DVD,SV 16xDVD M330 Silver,121,13189.0
Televisions,"Adventure Works 52"" LCD HDTV X590 Silver",122,353798.78
VCD & DVD,SV 16xDVD M350 Silver,122,14261.8
Download Games,MGS Freelancer 2009 E153,123,5289.0
Smart phones & PDAs,The Phone Company PDA Wifi 3.5-inch M200 Black,123,34440.0
Cell phones Accessories,Contoso Rubberized Skin BlackBerry E100 Black,124,1858.7600000000007
Download Games,MGS Freelancer E113,124,3472.0
Smart phones & PDAs,The Phone Company Microsoft Windows Mobile M200 Grey,125,28625.0
Smart phones & PDAs,The Phone Company PDA Phone Unlocked 3.5 inches M530 White,125,33500.0
Televisions,"Adventure Works 52"" LCD HDTV X790W Brown",125,199025.0
VCD & DVD,SV 16xDVD M360 Black,125,15862.499999999998
VCD & DVD,SV 16xDVD M360 Silver,125,15862.499999999998
Water Heaters,Contoso Water Heater 2.6GPM E0900 Red,125,63500.0
Download Games,MGS Age of Empires 2008new M420,126,6804.0
Smart phones & PDAs,The Phone Company PDA GPS Phone 3.7 inch M930 Black,126,37548.0
Download Games,MGS Age of Empires II: The Age of Kings 2009 E180,127,4064.0
Water Heaters,Contoso Water Heater 4.3GPM M1250 Silver,127,111442.5
Water Heaters,Contoso Water Heater 4.3GPM M1250 Yellow,127,111442.5
VCD & DVD,SV 8xDVD E100 Silver,128,8832.0
Download Games,MGS Gears of War 2008 M450,129,4386.0
Download Games,MGS Rise of Nations: Rise of Legends M290,129,9046.769999999999
Download Games,MGS Zoo Tycoon2009 E170,129,4128.0
Smart phones & PDAs,The Phone Company PDA Phone 3.7 inches M340 Black,129,42570.0
Televisions,"Adventure Works 52"" LCD HDTV X590 Black",129,374098.7099999999
Touch Screen Phones,The Phone Company Touch Screen Phones SAW/On-wall M806 Grey,129,37797.0
VCD & DVD,SV 16xDVD M350 Black,129,15080.1
Smart phones & PDAs,The Phone Company PDA Phone Unlocked 3.5 inches M530 Black,130,34840.0
Smart phones & PDAs,The Phone Company Smart phones 4 GB of Memory M300 Pink,130,31070.0
Televisions,"Adventure Works 20"" LCD HDTV M120 White",130,45493.49999999999
Touch Screen Phones,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Gold,130,34840.0
Water Heaters,Contoso Water Heater 4.0GPM M1250 Grey,130,102830.0
Download Games,MGS Fable: The Lost Chapters2008 E140,131,5633.0
Televisions,"Adventure Works 15.6"" LCD TV M130W Black",131,39298.69
Cell phones Accessories,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,132,625.6800000000004
Televisions,"Adventure Works 19"" Color Digital TV E35 Black",132,18928.800000000003
Water Heaters,Contoso Water Heater 1.5GPM E0800 Green,132,33990.0
Smart phones & PDAs,The Phone Company Smart phones 8 GB of Memory M400 Gold,134,36046.0
Televisions,"Adventure Works 26"" 720p LCD HDTV M140 Black",134,62975.980000000025
Televisions,"Adventure Works 42"" LCD HDTV M55 Black",134,102310.33999999998
Download Games,MGS Flight Simulator 2009 E179,135,4320.0
Smart phones & PDAs,The Phone Company PDA Wifi 3.5-inch M200 White,135,37800.0
Water Heaters,Contoso Water Heater 4.0GPM M1250 Green,135,106785.0
Water Heaters,Contoso Water Heater 7.2GPM X1800 Red,135,199125.0
Televisions,"Adventure Works 52"" LCD HDTV X590 White",136,394398.63999999996
VCD & DVD,SV 16xDVD E340 Silver,136,13464.0
VCD & DVD,SV 22xDVD M600 Silver,136,17666.399999999994
Download Games,MGS Dungeon Siege: Legends of Aranna 2009 E146,137,5891.0
Touch Screen Phones,The Phone Company Touch Screen Phones SAW/On-wall M806 Black,137,40141.0
Cell phones Accessories,Contoso Phone Tough Skin Case E140 Black,138,3273.359999999999
Water Heaters,Contoso Water Heater 7.2GPM X1800 Grey,138,203550.0
Smart phones & PDAs,The Phone Company Smart phones 6-LINE SCREEN M21 Black,139,31970.0
Televisions,"Adventure Works 19"" Color Digital TV E35 Brown",139,19932.6
Touch Screen Phones,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold,140,35840.0
Water Heaters,Contoso Water Heater 2.6GPM E0900 Green,140,71120.0
Smart phones & PDAs,The Phone Company Smart phones 320 x 320 M86 Pink,141,40608.0
Water Heaters,Contoso Water Heater 7.2GPM X1800 White,141,207975.0
Touch Screen Phones,The Phone Company Touch Screen Phones SAW/Built-in M801 Grey,143,42757.0
Touch Screen Phones,"The Phone Company Touch Screen Phones 26-2.2"" M200 Black",144,33120.0
Touch Screen Phones,The Phone Company Touch Screen Phones SAW/Built-in M801 Black,144,43056.0
Touch Screen Phones,The Phone Company Touch Screen Phones - LCD M12 Grey,146,29200.0
Televisions,"Adventure Works 37"" 1080p LCD HDTV M150W Silver",147,161698.53000000003
Touch Screen Phones,The Phone Company Touch Screen Phones - CRT M11 Black,147,27783.0
Water Heaters,Contoso Water Heater 7.2GPM X1800 Green,147,216825.0
Cell phones Accessories,Contoso Rubberized Skin BlackBerry E100 White,148,2218.52
Download Games,MGS MechWarrior 4 Mach Packs X100,148,16132.0
Smart phones & PDAs,The Phone Company Smart phones -320 x 320 M86 Black,148,42624.0
Televisions,"Adventure Works 15.6"" LCD TV M130W White",149,44698.51000000002
Touch Screen Phones,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Black,149,38442.0
Water Heaters,Contoso Water Heater 4.3GPM M1250 Blue,149,130747.5
Touch Screen Phones,The Phone Company Touch Screen Phones SAW/On-wall M806 Gold,150,43950.0
Download Games,MGS MechCommander 2009 E173,151,4832.0
Touch Screen Phones,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey",151,79879.0
VCD & DVD,SV 16xDVD M310 Silver,151,19479.0
Televisions,"Adventure Works 37"" 1080p LCD HDTV M150W White",152,167198.48000000007
Touch Screen Phones,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold,152,43928.0
VCD & DVD,SV 16xDVD M320 Silver,152,18088.0
Cell phones Accessories,Contoso Original K1m Li-Ion Standard Battery E170 White,153,621.18
Touch Screen Phones,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black,153,41004.0
Water Heaters,Contoso Water Heater 4.0GPM M1250 Blue,154,121814.0
Touch Screen Phones,The Phone Company Touch Screen Phones Capacitive M908 Grey,155,47740.0
Cell phones Accessories,Contoso In-Line Coupler E180 Black,156,522.5999999999999
Touch Screen Phones,Contoso Touch Screen Phones SAW/On-wall M806 Black,156,45708.0
Touch Screen Phones,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black",156,45240.0
Touch Screen Phones,The Phone Company Sharp Touch Screen Phones M910 Black,157,47257.0
Water Heaters,Contoso Water Heater 7.2GPM X1800 Silver,157,231575.0
Televisions,"Adventure Works 32"" LCD HDTV M130 Black",158,78998.42000000004
Touch Screen Phones,Contoso Touch Screen Phones Capacitive M908 Black,158,48664.0
Water Heaters,Contoso Water Heater 1.5GPM E0800 Grey,159,40942.5
Water Heaters,Contoso Water Heater 1.5GPM E0800 Red,161,41457.5
Cell phones Accessories,Contoso Bluetooth Active Headphones L15 Red,163,21188.370000000017
Touch Screen Phones,Contoso Sharp Touch Screen Phones M910 Black,163,49063.0
Touch Screen Phones,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,163,42054.0
Touch Screen Phones,The Phone Company Touch Screen Phones Capacitive M908 Black,163,50204.0
Touch Screen Phones,Contoso Pen Touch Screen Phones M320 Black,164,47560.0
Touch Screen Phones,The Phone Company Finger Touch Screen Phones M30 Black,164,32636.0
Touch Screen Phones,The Phone Company Touch Screen Phones - LCD M12 Black,165,33000.0
Touch Screen Phones,The Phone Company Touch Screen Phones Infrared M901 Black,165,49500.0
Cell phones Accessories,Contoso Touch Stylus Pen E150 Red,167,1668.3300000000006
Cell phones Accessories,Contoso Touch Stylus Pen E150 White,167,1668.3300000000008
Download Games,MGS Gears of War M170,167,11711.710000000001
Water Heaters,Contoso Water Heater 4.0GPM M1250 White,168,132888.0
Cell phones Accessories,Cigarette Lighter Adapter for Contoso Phones E110 White,170,4248.2999999999965
Touch Screen Phones,The Phone Company Pen Touch Screen Phones M320 Grey,170,49300.0
Touch Screen Phones,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Grey,170,43520.0
Touch Screen Phones,The Phone Company Touch Screen Phones - CRT M11 Gold,171,32319.0
Touch Screen Phones,"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey",171,45828.0
Water Heaters,Contoso Water Heater 1.5GPM E0800 Blue,171,44032.5
Cell phones Accessories,Contoso Touch Stylus Pen E150 Black,172,1718.2800000000009
Touch Screen Phones,The Phone Company Touch Screen Phones - CRT M11 Grey,173,32697.0
Cell phones Accessories,Contoso Bluetooth Active Headphones L15 Black,174,22618.26000000001
Touch Screen Phones,The Phone Company Touch Screen Phones Capacitive M908 Gold,174,53592.0
Cell phones Accessories,Contoso In-Line Coupler E180 Silver,175,586.2500000000001
Cell phones Accessories,Contoso Touch Stylus Pen E150 Silver,176,1758.2400000000011
Touch Screen Phones,"The Phone Company Touch Screen Phones 26-1.4"" M250 Black",176,47168.0
Touch Screen Phones,Contoso Touch Screen Phones Infrared M901 Black,177,53100.0
Touch Screen Phones,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey",177,104253.0
Cell phones Accessories,Contoso In-Line Coupler E180 White,178,596.3000000000001
Cell phones Accessories,Contoso Phone Tough Skin Case E140 White,179,4245.879999999997
Cell phones Accessories,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,180,853.2000000000005
Boxed Games,SV Hand Games for students E40 Yellow,181,1265.1900000000005
Cell phones Accessories,Headphone Adapter for Contoso Phone E130 Silver,182,1818.180000000001
Cell phones Accessories,Headphone Adapter for Contoso Phone E130 White,182,1818.1800000000012
Touch Screen Phones,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Black",182,96278.0
Touch Screen Phones,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Black,182,46592.0
Touch Screen Phones,The Phone Company Touch Screen Phones SAW/Built-in M801 Gold,182,54418.0
Water Heaters,Contoso Water Heater 1.5GPM E0800 White,182,46865.0
Touch Screen Phones,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey,184,47472.0
Touch Screen Phones,The Phone Company Sharp Touch Screen Phones M910 Gold,186,55986.0
Water Heaters,Contoso Water Heater 2.6GPM E0900 Blue,186,94488.0
Water Heaters,Contoso Water Heater 4.3GPM M1250 Green,186,163215.0
Touch Screen Phones,The Phone Company Finger Touch Screen Phones M30 Grey,187,37213.0
Touch Screen Phones,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Black",187,110143.0
Cell phones Accessories,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,188,891.1200000000006
Cell phones Accessories,Contoso Phone Tough Skin Case E140 Pink,189,4483.08
Touch Screen Phones,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black,189,54621.0
Touch Screen Phones,The Phone Company Pen Touch Screen Phones M320 Gold,190,55100.0
Touch Screen Phones,The Phone Company Sharp Touch Screen Phones M910 Grey,190,57190.0
Water Heaters,Contoso Water Heater 4.0GPM M1250 Silver,190,150290.0
Boxed Games,MGS Hand Games for 12-16 boys E600 Red,191,953.0900000000006
Cell phones Accessories,Contoso Original K1m Li-Ion Standard Battery E170 Black,191,775.4599999999997
Touch Screen Phones,"The Phone Company Touch Screen Phones 26-2.2"" M200 Gold",191,43930.0
Boxed Games,SV Hand Games for kids E30 Yellow,192,1034.8799999999997
Touch Screen Phones,The Phone Company Touch Screen Phones Infrared M901 Grey,192,57600.0
Boxed Games,MGS Hand Games for students E400 Yellow,193,1349.070000000001
Touch Screen Phones,The Phone Company Finger Touch Screen Phones M30 Gold,194,38606.0
Water Heaters,Contoso Water Heater 4.3GPM M1250 White,194,170235.0
Cell phones Accessories,Cigarette Lighter Adapter for Contoso Phones E110 Red,195,4873.049999999997
Touch Screen Phones,"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey",195,44850.0
Water Heaters,Contoso Water Heater 2.6GPM E0900 Silver,195,99060.0
Boxed Games,SV Hand Games for 12-16 boys E60 Black,196,976.0800000000007
Touch Screen Phones,"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold",196,52528.0
Boxed Games,MGS Hand Games for students E400 Black,197,1377.0300000000009
Cell phones Accessories,Contoso Phone Tough Skin Case E140 Silver,197,4672.839999999999
Cell phones Accessories,Contoso Original K1m Li-Ion Standard Battery E170 Silver,198,803.8799999999995
Touch Screen Phones,Contoso Touch Screen Phones 4-Wire/ Built-in M205 Black,200,53600.0
Touch Screen Phones,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold",201,118389.0
Bluetooth Headphones,NT Bluetooth Active Headphones E202 Black,203,7703.849999999998
Bluetooth Headphones,NT Bluetooth Stereo Headphones E52 Yellow,204,5240.760000000002
Cell phones Accessories,Cigarette Lighter Adapter for Contoso Phones E110 Black,204,5097.959999999995
Cell phones Accessories,Contoso Rubberized Skin BlackBerry E100 Silver,207,3102.9299999999985
Water Heaters,Contoso Water Heater 4.3GPM M1250 Grey,207,181642.5
Boxed Games,SV Hand Games for students E40 Black,208,1453.920000000001
Bluetooth Headphones,WWI Wireless Bluetooth Stereo Headphones M170 Black,209,25080.0
Boxed Games,SV Hand Games for students E40 Red,209,1460.910000000001
Touch Screen Phones,Contoso Touch Screen Phones  - LCD M12 Black,209,41800.0
Touch Screen Phones,Contoso Touch Screen Phones 5-Wire/Built-in M500 Black,209,53504.0
Touch Screen Phones,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey,210,56280.0
Cell phones Accessories,Contoso Bluetooth Active Headphones L15 White,211,27427.890000000014
Cell phones Accessories,Reusable Phone Screen Protector E120,213,626.2200000000005
Boxed Games,MGS Hand Games for students E400 Red,214,1495.860000000001
Boxed Games,MGS Hand Games for 12-16 boys E600 Black,216,1077.840000000001
Recording Pen,WWI 2GB Pulse Smart pen M100 Silver,217,43389.14999999999
Touch Screen Phones,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold,217,55986.0
Boxed Games,SV Hand Games for kids E30 Black,218,1175.0199999999998
