CustomerKey,Purchase_Frequency,Average_Order_Value,Preferred_Products
1745497,3,10948.52,"A. Datum Advanced Digital Camera M300 Silver,Litware Refrigerator 3.2CuFt E160 Brown,MGS Age of Empires II: The Age of Kings E126,MGS Dungeon 2007 E141,Contoso DVD External DVD Burner M200 Silver,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works Laptop15 M1501 Blue,MGS Freelancer 2009 E153,WWI Desktop PC2.30 M2300 Brown"
1745820,3,6287.51,"SV DVD External DVD Burner M200 Black,WWI Desktop PC3.0 M0300 Black,Contoso 4GB Flash MP3 Player E401 Black,Adventure Works 20"" LCD HDTV M120 Brown,Contoso SLR Camera X144 Gold,MGS Age of Empires Expansion: The Rise of Rome X900"
1745966,2,2940.5,"Contoso Water Heater 4.3GPM M1250 Blue,The Phone Company Touch Screen Phones Capacitive M908 Black"
1746184,3,3229.04,"Litware Refrigerator 1.7CuFt E120 Green,Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black,Proseware Projector 720p LCD56 Black,Fabrikam Microwave 0.8CuFt E0800 Grey,MGS Halo 2 for Windows Vista M220,Contoso DVD 48 DVD Storage Binder M50 Silver,Contoso Screen 106in M060 White,The Phone Company Smart phones 8 GB of Memory M400 Black,MGS Hand Games men M300 Black"
1746251,3,6943.870000000001,"Litware 20'' Box Fan E401 Black,SV DVD 15-Inch Player Portable L200 Silver,WWI Desktop PC3.0 M0300 Silver,Adventure Works Desktop PC2.33 XD233 Black,WWI Wireless Transmitter and Bluetooth Headphones X250 Black"
1746274,2,10983.98,"MGS Age of Empires 2008new M420,WWI LCD24 X300 Black,Adventure Works 52"" LCD HDTV X590 Brown"
1746364,4,13518.3,"Contoso DVD Player M100 Black,Adventure Works Desktop PC2.30 MD230 Black,Adventure Works Desktop PC2.33 XD233 Black,Contoso DVD Recorder L210 Silver,Fabrikam Refrigerator 9.7CuFt M5600 Silver,Fabrikam Refrigerator 9.7CuFt M5600 Brown,Proseware Desk Lamp E0130 Silver,The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Black,Fabrikam Microwave 0.9CuFt E0900 Blue,WWI Laptop19W X0196 Blue,SV Hand Games men M30 Silver"
1746527,3,12017.64,"MGS Age of Empires 2008new M420,NT Bluetooth Active Headphones E202 White,The Phone Company Touch Screen Phones 26-1.4"" M250 Grey,Adventure Works Desktop PC1.60 ED160 Brown,WWI Wireless Bluetooth Stereo Headphones M170 Black,MGS Hand Games for students E400 Black,The Phone Company Touch Screen Phones Infrared M901 Grey,The Phone Company Touch Screen Phones Infrared M901 Gold,Fabrikam Laptop15.4W M5480 White"
1747015,5,3889.8500000000004,"Adventure Works 19"" Color Digital TV E35 Silver,MGS Rise of Nations: Thrones and Patriots2009 E145,Adventure Works 13"" Color TV E25 Black,MGS Age of Mythology: Gold Edition 2009 E144,Adventure Works Desktop PC1.60 ED160 Black,Contoso Phone Tough Skin Case E140 White,WWI Screen 100in M1609 Black,Contoso Microwave 1.5CuFt X0110 Red,Contoso Multimedia Speakers M25 Blue,MGS Age of Empires III: The War Chiefs M240,Contoso In-Line Coupler E180 White,SV DVD 14-Inch Player Portable L100 White"
1747078,3,7394.9299999999985,"Proseware Screen 106in M1609 White,WWI 1GB Digital Voice Recorder Pen E100 Red,Contoso DVD 15-Inch Player Portable L200 Silver,SV DVD 58 DVD Storage Binder M55 Black,SV DVD 14-Inch Player Portable L100 White,SV 16xDVD M330 Black,Contoso DVD 48 DVD Storage Binder M50 Black,WWI 1GB Pulse Smart pen E50 White,The Phone Company Microsoft Windows Mobile M200 Gold,A. Datum SLR Camera 35"" X358 Gold,WWI Desktop PC1.60 E1600 Black,SV DVD 55DVD Storage Binder M56 Red"
1747611,2,3089.5600000000004,"WWI 4GB Video Recording Pen X200 Black,NT Wireless Bluetooth Stereo Headphones E102 Silver,SV DVD 55DVD Storage Binder M56 Black,Contoso Original K1m Li-Ion Standard Battery E170 Silver,SV DVD 12-Inch Player Portable M400 White,MGS Empires Collector's 2008 M440,SV Hand Games for kids E30 Silver,WWI Desktop PC1.80 E1800 Black"
1748140,4,11705.970000000001,"Contoso 8GB Clock & Radio MP3 Player X850 Green,Adventure Works Desktop PC1.80 ED182 Black,Adventure Works Laptop15 M1501 Red,WWI 2GB Pulse Smart pen M100 White,Contoso SLR Camera 35"" X358 Pink,NT Wireless Bluetooth Stereo Headphones E302 Silver,The Phone Company Smart phones 8 GB of Memory M400 Gold,NT Wireless Bluetooth Stereo Headphones E102 Blue,MGS MechWarrior 4:Knight2009 E171,Adventure Works 15.6"" LCD TV M130W White,Fabrikam Microwave 0.9CuFt E0900 White,WWI Desktop PC2.30 M2300 Silver,Contoso DVD 60 DVD Storage Binder L20 Silver"
1748309,1,749.95,NT Wireless Transmitter and Bluetooth Headphones M150 Silver
1748312,4,9209.31,"SV Hand Games for Office worker L28 Yellow,SV DVD 60 DVD Storage Binder L20 Black,SV DVD 58 DVD Storage Binder M55 Red,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Adventure Works Desktop PC2.30 MD230 Black,Fabrikam Trendsetter 1'' 25mm X400 White,Contoso Microwave 0.8CuFt E0080 White,MGS Bicycle Casino Games X700,Adventure Works LCD19W M100 Black,The Phone Company Touch Screen Phones 26-1.4"" M250 Grey,Adventure Works Desktop PC1.60 ED160 Silver,The Phone Company Smart phones Unlocked International M800 Pink,Contoso DVD Movies E100 Yellow"
1748682,2,9239.869999999999,"Adventure Works Desktop PC1.60 ED160 Black,Adventure Works 52"" LCD HDTV X590 White"
1749088,4,2020.08,"SV DVD 7-Inch Player Portable E200 Silver,SV Hand Games for kids E30 Yellow,Contoso DVD 58 DVD Storage Binder M55 Silver,Contoso DVD 55DVD Storage Binder M56 Silver,Litware Microwave 1.0CuFt E110 Black,Adventure Works LCD24 X300 White,MGS Kings & Myths: The Age Collection2009 E147"
1749144,1,642.0,"MGS Fable: The Lost Chapters2008 E140,Adventure Works Desktop PC2.30 MD230 White"
1749145,1,408.0,"A. Datum All in One Digital Camera M200 Grey,MGS Return of Arcade Anniversary Edition 2009 E176"
1749157,3,16761.850000000002,"Fabrikam Refrigerator 1.7CuFt E1200 Orange,Fabrikam Microwave 1.0CuFt E1100 Grey,Fabrikam Microwave 2.2CuFt M1250 Silver,The Phone Company PDA Handheld 3.5 inch M610 White,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,SV DVD 60 DVD Storage Binder L20 Black,Adventure Works 52"" LCD HDTV X590 Black,Proseware High-Performance Business-Class Laser Fax X200 Grey,Proseware Screen 85in E1010 White,Adventure Works Desktop PC1.80 ED182 White,MGS Dal of Honor Airborne M150,MGS Hand Games for students E400 Red"
1749311,2,1748.83,"The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey,MGS Dungeon Siege II E105,NT Bluetooth Active Headphones E202 Black,Adventure Works 15.6"" LCD TV M130W Brown"
1749380,3,667.79,"Contoso DVD 14-Inch Player Portable L100 Silver,WWI 2GB Spy Video Recorder Pen M300 Purple,Contoso ADSL Modem Splitter/Filter X 2 E200 Black"
1749542,4,8047.280000000001,"WWI 2GB Pulse Smart pen M100 White,Contoso 4GB Portable MP3 Player M450 Black,WWI Wireless Bluetooth Stereo Headphones M270 Black,Adventure Works 19"" Portable LCD HDTV M110 White,Fabrikam Trendsetter 1'' 25mm X400 Black,Litware Microwave 0.9CuFt E090 White,The Phone Company Smart phones 8 GB of Memory M400 Grey,Contoso DVD Player M120 White,Proseware Wireless Photo All-in-One Printer M390 Black,Contoso Expandable 4-Handset Cordless Phone System M206 White,The Phone Company PDA Phone Unlocked 4.7 inches L550 White,SV Rechargeable Bluetooth Notebook Mouse E80 Black"
1749596,1,28.0,MGS Zoo Tycoon Complete Collection E110
1750109,1,2029.76,"MGS RalliSport Challenge E115,Contoso Touch Screen Phones Capacitive M908 Black,MGS MechWarrior 4: Knight E121,Contoso DVD 9-Inch Player Portable M300 Silver"
1750142,2,12141.06,"MGS Age of Empires III: The Asian Dynasties E106,MGS MechWarrior 4:Knight2009 E171,MGS Age of Empires Expansion: The Rise of Rome 2009 E181,Proseware LCD24 X300 Black,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey,SV DVD 12-Inch Player Portable M400 White,Adventure Works 52"" LCD HDTV X590 Brown,The Phone Company PDA Wifi 3.5-inch M200 Black,Contoso DVD Player M100 Black"
1750248,2,817.9200000000001,"NT Bluetooth Active Headphones E202 White,SV DVD 14-Inch Player Portable L100 White"
1750322,1,529.0,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Gold"
1750451,1,5097.66,"The Phone Company Smart phones Unlocked International M800 White,Contoso In-Line Coupler E180 White,SV DVD 55DVD Storage Binder M56 Red,Contoso Screen 113in M251 White,MGS Age of Empires II: The Age of Kings 2009 E180,The Phone Company PDA Phone Unlocked 3.5 inches M530 White"
1750513,6,7628.87,"Contoso Microwave 0.9CuFt E0090 Black,MGS Age of Empires Expansion: The Rise of Rome 2009 E181,WWI 1GB Pulse Smart pen E50 White,Fabrikam Social Videographer 1/2'' 3mm E300 Grey,WWI Desktop PC1.80 E1800 Black,The Phone Company Smart phones 4 GB of Memory M300 Gold,Fabrikam Laptop15.4 M5400 White,MGS Gears of War M170,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,WWI 1GB Digital Voice Recorder Pen E100 Black,WWI LCD19 E107 Black"
1750528,4,2324.42,"NT Wireless Bluetooth Stereo Headphones M402 Silver,MGS Hand Games women M400 Silver,SV Hand Games men M30 Yellow,Contoso 2-Line Corded Cordless Telephone M202 Grey,WWI Stereo Bluetooth Headphones E1000 Silver,WWI Desktop PC1.80 E1801 Silver,Contoso Wireless Notebook Optical Mouse M35 Silver,Contoso SLR Camera M146 Orange,A. Datum Consumer Digital Camera M300 Azure,SV DVD 38 DVD Storage Binder E25 Black,Adventure Works Wall Lamp E2150 Silver"
1750554,2,14888.42,"NT Washer & Dryer 24in M2400 Blue,Fabrikam Microwave 1.6CuFt M1250 Silver,A. Datum Full Frame Digital Camera X300 Black,The Phone Company Smart phones 320 x 320 M86 White,WWI 2GB Pulse Smart pen M100 Silver,Contoso Phone Tough Skin Case E140 Black,SV DVD 38 DVD Storage Binder E25 Red,Contoso Digital Cameras Lightweight Tripod E316 White"
1750735,1,2059.98,"Fabrikam Budget Moviemaker 1'' 25mm E400 Grey,SV DVD 14-Inch Player Portable L100 Silver,WWI Desktop PC2.30 M2300 White"
1751015,2,9068.25,"Fabrikam SLR Camera 35"" X358 Gold,Adventure Works LCD24W X300 Black,Contoso Lens cap E80 Grey,The Phone Company Smart phones 6-LINE SCREEN M21 Gold,WWI Desktop PC1.80 E1801 White,The Phone Company Touch Screen Phones SAW/On-wall M806 Grey,Adventure Works Desktop PC1.60 ED160 White"
1751091,5,10109.359999999999,"Proseware Projector 480p LCD12 Black,Adventure Works Desktop PC1.80 ED180 Brown,SV 16xDVD M310 Silver,SV DVD 60 DVD Storage Binder L20 Silver,Adventure Works Desktop PC3.0 MS300 Silver,Litware Desktop Wind Tower Oscillating Fan E1201 Black,Contoso Water Heater 2.6GPM E0900 Green,WWI Desktop PC3.0 M0300 Black,Contoso Lens Cap Keeper E314 Silver,Fabrikam Refrigerator 9.7CuFt M5600 Silver,Contoso SLR Camera 35"" M358 Pink,Contoso DVD Player M100 Black,WWI 2GB Pulse Smart pen M100 Black,MGS Combat Flight Simulator 2009 E159"
1751123,3,3565.71,"SV DVD 12-Inch Player Portable M400 Silver,Contoso Touch Screen Phones Infrared M901 Black,MGS Fable: The Lost Chapters2008 E140,The Phone Company Touch Screen Phones Infrared M901 Black,SV DVD 14-Inch Player Portable L100 Silver,SV 16xDVD M300 Silver,Contoso Digital camera accessory kit M200 Black,MGS MechWarrior 4: Mercenaries E117,Cigarette Lighter Adapter for Contoso Phones E110 White"
1751553,1,69.0,Adventure Works CRT19 E10 White
1751728,1,258.0,MGS Fable: The Lost Chapters2008 E140
1751918,1,84.0,MGS Freelancer E113
1752012,3,4507.92,"Adventure Works Desktop PC1.80 ED180 Black,Contoso DVD 58 DVD Storage Binder M55 Black,NT Wireless Bluetooth Stereo Headphones M402 Red,The Phone Company Touch Screen Phones Infrared M901 Black"
1752287,2,815.64,"Adventure Works Desktop PC3.0 MS300 Black,Proseware Ink Jet Fax Machine E100 Black,SV Hand Games men M30 Yellow,Contoso 4 Handset Cordless Phone System M86 White,Contoso Battery charger - bike E200 White"
1752382,1,1763.99,"WWI Desktop PC3.0 M0300 Black,Fabrikam Microwave 0.8CuFt E0800 Red,The Phone Company PDA Phone 3.7 inches M340 White"
1752592,2,2210.95,"Contoso DVD 15-Inch Player Portable L200 Silver,Fabrikam Refrigerator 1.7CuFt E1200 Silver,A. Datum Slim Digital Camera M180 Pink,Contoso Touch Screen Phones - CRT M11 Black,Contoso Air conditioner 10000BTU M0490 Silver"
1752596,1,835.0,"WWI Screen 113in M1610 Silver,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey"
1752797,2,2397.05,"WWI Stereo Bluetooth Headphones E1000 Blue,The Phone Company Touch Screen Phones SAW/On-wall M806 Grey,WWI 1GB Pulse Smart pen E50 Silver,SV DVD 38 DVD Storage Binder E25 Silver,Contoso DVD 14-Inch Player Portable L100 White"
1752811,1,477.98,"MGS Zoo Tycoon2009 E170,WWI 4GB Video Recording Pen X200 Pink,Contoso DVD Player M120 White"
1753006,1,1122.81,"SV USB Data Cable E600 Pink,Adventure Works 19"" Portable LCD HDTV M110 White"
1753015,6,5287.709999999999,"Litware Refrigerator 1.7CuFt E120 Silver,SV DVD 9-Inch Player Portable M300 White,SV 4GB Laptop Memory M65 Yellow,Contoso DVD 55DVD Storage Binder M56 Black,Contoso Touch Stylus Pen E150 White,Proseware Slim-Design Fax Machine with Answering System X180 Black,Contoso DVD 9-Inch Player Portable M300 Black,WWI Desktop PC1.60 E1600 White,The Phone Company Microsoft Windows Mobile M200 Pink,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Grey,NT Wireless Bluetooth Stereo Headphones M402 Green"
1753324,1,399.9,WWI 2GB Pulse Smart pen M100 Blue
1753601,2,14011.93,"Contoso DVD Player M130 Grey,The Phone Company PDA Wifi 3.5-inch M200 White,The Phone Company Touch Screen Phones 26-2.2"" M200 Gold,Adventure Works 52"" LCD HDTV X790W Brown,A. Datum SLR Camera X135 Black,WWI Desktop PC2.33 X2330 Black,Cigarette Lighter Adapter for Contoso Phones E110 Black"
1754112,3,6680.1,"Contoso 2G MP3 Player E200 Silver,Adventure Works Desktop PC1.80 ED182 Brown,WWI Projector 720p LCD56 Silver,Contoso DVD 55DVD Storage Binder M56 Silver,MGS Hand Games for 12-16 boys E600 Silver,Contoso DVD 58 DVD Storage Binder M55 Black,SV Hand Games for kids E30 Black,SV Hand Games for kids E30 Yellow,Adventure Works LCD17W E203 Black,Litware Refrigerator 19CuFt M760 Grey,NT Wireless Bluetooth Stereo Headphones E302 White"
1754192,3,4271.129999999999,"Contoso Phone Tough Skin Case E140 White,SV DVD 7-Inch Player Portable E200 Black,WWI Laptop16 M0160 White,A. Datum Bridge Digital Camera M300 Orange,WWI Desktop PC1.80 E1800 Silver,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,The Phone Company PDA Handheld 3.5 inch M610 Silver,Contoso Expandable1-Handset Cordless Phone System M207 Black"
1754205,3,9491.220000000001,"SV Hand Games for kids E30 Silver,Adventure Works 40"" LCD HDTV M690 Silver,The Phone Company Smart phones Unlocked M300 Grey,WWI Desktop PC1.80 E1801 Black,Proseware Professional Quality Plain-Paper Fax and Copier X100 White,SV Hand Games for students E40 Silver,Adventure Works LCD19 E108 Black,MGS Fable: The Lost Chapters E107,SV Hand Games men M30 Black,Contoso DVD Recorder L200 Black,WWI Stereo Bluetooth Headphones E1000 Green,Proseware Laptop15 M510 Black"
1754312,3,3764.65,"Contoso Phone with Memory Dialing-2 lines E90 Black,Adventure Works 15.6"" LCD TV M130W Brown,MGS Dal of Honor Airborne 2008 M430,SV DVD External DVD Burner M200 Black,SV DVD 7-Inch Player Portable E200 White,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works 20"" LCD HDTV M120 Brown"
1754382,3,2041.18,"Contoso Touch Screen Phones 5-Wire/Built-in M500 Black,SV Keyboard E90 Black,The Phone Company Finger Touch Screen Phones M30 Black,MGS Hand Games for kids E300 Black,SV Hand Games for Office worker L28 Black,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White"
1754483,2,293.76,"WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Contoso DVD 58 DVD Storage Binder M55 Silver"
1754573,1,5354.58,"SV DVD Recorder L230 Grey,Fabrikam Home and Vacation Moviemaker 2/3"" 17mm M103 Blue,Contoso Water Heater 2.6GPM E0900 Green,SV Car Video TFT6.2W E6281 Brown,Adventure Works Desktop PC2.30 MD230 White,Adventure Works 20"" CRT TV E15 Silver,NT Bluetooth Active Headphones E202 White"
1754849,3,3317.38,"Contoso Water Heater 4.3GPM M1250 Yellow,Fabrikam SLR Camera X149 Pink,Contoso DVD External DVD Burner M200 Black"
1754919,1,1099.75,WWI Desktop PC1.60 E1600 Black
1755082,1,28.0,MGS Flight Simulator 2004: A Century of Flight E111
1755084,1,3639.6099999999997,"Litware USB Foam Fan E1301 Red,Adventure Works 40"" LCD HDTV M690 Black,Contoso 2G MP3 Player E200 Silver"
1755623,2,2056.0,"WWI 2GB Spy Video Recorder Pen M300 Purple,WWI Desktop PC2.33 X2330 White,The Phone Company Smart phones 4 GB of Memory M300 Black"
1755730,2,5825.9400000000005,"WWI 2GB Spy Video Recorder Pen M300 White,Adventure Works Wall Lamp E3150 Black,Contoso 4 Handset Cordless Phone System M86 Grey,NT Wireless Transmitter and Bluetooth Headphones M150 Black,MGS Zoo Tycoon 2008 E142,Contoso DVD 12-Inch Player Portable M400 Silver,Proseware Ink Jet Wireless All-In-One Printer M400 Black,WWI Desktop PC3.0 M0300 Silver"
1755769,1,579.0,Litware Home Theater System 5.1 Channel M516 Black
1755781,4,16987.73,"Adventure Works Desktop PC2.33 XD233 White,Contoso Microwave 2.2CuFt M0125 Silver,The Phone Company Finger Touch Screen Phones M30 Black,Proseware Projector 1080p DLP86 Silver,Adventure Works Laptop8.9 E0890 Silver,Contoso DVD External DVD Burner M200 Grey"
1755993,2,8935.900000000001,"WWI Desktop PC2.33 X2330 Silver,MGS RalliSport Challenge2009 E155,Contoso DVD 38 DVD Storage Binder E25 Silver,SV Hand Games for students E40 Red,Proseware Laptop15 M510 White,Litware Home Theater System 5.1 Channel M511 Brown,Fabrikam Refrigerator 4.6CuFt E2800 Blue,Adventure Works Desktop PC1.60 ED160 Silver"
1756027,3,19542.46,"Contoso DVD 9-Inch Player Portable M300 Black,NT Wireless Bluetooth Stereo Headphones E302 Black,The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold,Adventure Works Desktop PC1.60 ED160 White,Litware Washer & Dryer 25.5in M350 Silver,Adventure Works 52"" LCD HDTV X590 Black"
1756123,5,15390.23,"Contoso Home Theater System 4.1 Channel M1410 Black,Contoso SLR Camera M146 Orange,NT Washer & Dryer 24in M2400 Blue,A. Datum Full Frame Digital Camera X300 Black,Proseware Laser Fax Printer E100 Black,The Phone Company Touch Screen Phones 26-2.2"" M200 Gold,The Phone Company PDA Handheld 3.7 inch M630 White,Litware Home Theater System 7.1 Channel X711 Silver,WWI LCD17 E205 White,SV DVD 60 DVD Storage Binder L20 Silver,Contoso DVD 12-Inch Player Portable M400 White,Contoso SLR Camera M145 Blue"
1756154,2,3898.9,"Adventure Works 19"" Portable LCD HDTV M110 Black,The Phone Company Finger Touch Screen Phones M30 Black,A. Datum Rangefinder Digital Camera X200 Green,Fabrikam Laptop14.1 M4100 White,WWI Stereo Bluetooth Headphones New Generation M370 Orange,Contoso 2-Line Speakerphone M109 White"
1756245,6,8356.59,"The Phone Company Smart phones without camera E100 Gold,WWI 2GB Spy Video Recorder Pen M300 Silver,Contoso DVD Recorder L240 Gold,SV DVD 9-Inch Player Portable M300 Silver,WWI Desktop PC1.60 E1600 Silver,A. Datum SLR Camera X136 Silver,MGS Dal of Honor Airborne 2008 M430,Contoso DVD 60 DVD Storage Binder L20 Black,MGS Racing Madness 2009 E169,The Phone Company PDA Palm 4.7 inch L850 Black,Contoso Lens Cap Keeper E314 Silver,Contoso 32GB Video MP3 Player M3200 Black,WWI Stereo Bluetooth Headphones New Generation M370 Blue"
1756332,2,5699.52,"MGS Halo: Combat Evolved E109,The Phone Company PDA Phone Unlocked 3.5 inches M530 White,Adventure Works 19"" Color Digital TV E35 Black,WWI 1GB Digital Voice Recorder Pen E100 Red,Adventure Works 32"" LCD HDTV M130 White,The Phone Company PDA Palm 3.5 inch M810 White"
1756350,3,5532.860000000001,"WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,Adventure Works Desktop PC3.0 MS300 Silver,SV 16xDVD M310 Black,Contoso DVD 7-Inch Player Portable E200 Black,WWI LCD22 M2002 White,Contoso Rechargeable Battery Pack E310 Silver,The Phone Company PDA Handheld 4.7 inch L650 White,Adventure Works Desktop PC2.33 XD233 Black"
1756364,4,21670.61,"A. Datum Point Shoot Digital Camera M500 Green,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Grey,The Phone Company Smart phones 160x160 M26 White,A. Datum Bridge Digital Camera M300 Black,WWI Desktop PC1.60 E1600 Silver,NT Bluetooth Stereo Headphones E52 Blue,Contoso DVD External DVD Burner M200 Silver,Proseware Laser Jet All in one X300 White,The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold,Adventure Works Laptop19W X1980 Red"
1756681,4,7993.379999999999,"The Phone Company Pen Touch Screen Phones M320 Gold,SV Hand Games for Office worker L28 Black,SV Hand Games for 12-16 boys E60 Yellow,The Phone Company Smart phones 6-LINE SCREEN M21 White,Fabrikam Business Videographer 1'' 25mm M600 Grey,The Phone Company Sharp Touch Screen Phones M910 Black,MGS MechWarrior 4 Mach Paks2009 E161,NT Wireless Bluetooth Stereo Headphones E302 Silver,Proseware Mobile Receipt and Document Scanner M200 White,WWI Desktop PC1.80 E1800 White,WWI Desktop PC1.80 E1800 Silver,MGS Halo: Combat Evolved E109"
1756709,2,3863.01,"A. Datum Bridge Digital Camera M300 Green,The Phone Company PDA Handheld 4.7 inch L650 White,WWI LCD19W M100 Black,WWI 2GB Pulse Smart pen M100 Black,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,NT Wireless Bluetooth Stereo Headphones M402 Purple"
1756761,1,115.0,WWI Wireless Bluetooth Stereo Headphones M270 White
1756921,1,638.96,"Contoso Touch Stylus Pen E150 Red,Litware Home Theater System 5.1 Channel M514 Black"
1757500,2,5285.869999999999,"Proseware Photo Inkjet Printer E290 Green,SV 16xDVD M320 Black,WWI Desktop PC1.80 E1801 Silver,Fabrikam Budget Moviemaker 2/3'' 17mm E100 Black,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey,WWI Desktop PC1.80 E1802 White,Contoso Multi-line phones M30 Grey,Contoso Reserve Pen - Tablet Pen E200 White,Contoso DVD 38 DVD Storage Binder E25 Black"
1757539,2,3825.2,"WWI 1GB Pulse Smart pen E50 White,MGS Bicycle Card Games X600,Contoso Home Theater System 5.1 Channel M1510 Black,WWI Desktop PC1.80 E1801 Black"
1757948,1,1468.9,"Adventure Works Desktop PC1.80 ED182 White,Adventure Works Desktop PC2.33 XD233 Brown"
1758051,1,5528.9,"WWI Laptop15 M0150 Black,Contoso DVD 7-Inch Player Portable E200 White,Litware Refrigerator 1.7CuFt E120 Orange,Contoso USB Cable M250 White"
1758053,2,7209.48,"WWI Desktop PC1.60 E1600 White,NT Wireless Bluetooth Stereo Headphones E102 Blue,Contoso DVD 15-Inch Player Portable L200 Black,The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Black"
1758208,2,902.9499999999999,"Contoso General Soft Carrying Case E318 Silver,Contoso Digital Cameras Lightweight Tripod E316 Pink,Litware Desktop Wind Tower Oscillating Fan E1201 White,Contoso Water Heater 2.6GPM E0900 Grey,Contoso DVD External DVD Burner M200 Blue,WWI Wireless Bluetooth Stereo Headphones M170 Black"
1758240,1,349.92,"MGS Hand Games for 12-16 boys E600 Silver,The Phone Company Smart phones Unlocked International M800 Black"
1758421,4,2381.59,"Contoso DVD 58 DVD Storage Binder M55 Red,WWI 1GB Pulse Smart pen E50 White,Contoso Screen 100in E010 White,SV DVD 7-Inch Player Portable E200 Silver,The Phone Company Smart phones 8 GB of Memory M400 Pink,Contoso Genuine Leather Grip Belt E322 Grey,Fabrikam SLR Camera X150 Orange"
1758439,2,8946.69,"Fabrikam Independent filmmaker 1/2'' 3mm X300 White,WWI Wireless Bluetooth Stereo Headphones M170 White,NT Wireless Bluetooth Stereo Headphones E302 Black,MGS Flight Simulator 2004: A Century of Flight E111,Adventure Works 37"" 1080p LCD HDTV M150W Black,WWI 4GB Video Recording Pen X200 Yellow"
1758999,1,11378.0,"Adventure Works Desktop PC2.33 XD233 Brown,WWI Desktop PC2.33 X2330 White,Adventure Works Desktop PC2.33 XD233 Black"
1759717,3,3042.7,"Adventure Works Desktop PC2.30 MD230 Black,The Phone Company Pen Touch Screen Phones M320 Gold,WWI Desktop PC2.33 X2330 Black,MGS Racing Madness 2 M370,SV DVD 38 DVD Storage Binder E25 Silver,WWI 1GB Pulse Smart pen E50 Silver,SV DVD External DVD Burner M200 Grey"
1759870,1,1234.76,"Fabrikam Home and Vacation Moviemaker 1/2"" 3mm M300 Orange,NT Bluetooth Stereo Headphones E52 Blue"
1760076,6,27502.480000000007,"Contoso Microwave 1.5CuFt X0110 Red,Proseware Projector 1080p DLP86 White,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold,Proseware Air conditioner 12000BTU M640 White,Adventure Works 42"" LCD HDTV M55 Black,WWI Desktop PC1.60 E1600 Red,NT Wireless Bluetooth Stereo Headphones M402 Green,The Phone Company Smart phones Unlocked International M800 Black,SV Hand Games women M40 Red"
1760131,2,235.23,"Contoso DVD 48 DVD Storage Binder M50 Red,Contoso DVD 58 DVD Storage Binder M55 Red,SV Hand Games for kids E30 Silver"
1760136,3,6149.91,"Contoso DVD 38 DVD Storage Binder E25 Red,SV DVD 9-Inch Player Portable M300 Black,MGS Age of Empires III: The Asian Dynasties 2008 E126,Adventure Works 52"" LCD HDTV X590 Black,Contoso Coffee Maker 5C E0900 White,Contoso Water Heater 4.3GPM M1250 Red"
1760369,1,4439.35,"Adventure Works Laptop12 M1201 White,Fabrikam Laptop10.1 M0101 Silver,The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver"
1760929,3,10971.57,"MGS Rise of Nations: Gold Edition M300,Adventure Works 26"" 720p LCD HDTV M140 Brown,NT Wireless Bluetooth Stereo Headphones M402 Green,Contoso Microwave 2.2CuFt M0125 Silver,NT Wireless Bluetooth Stereo Headphones E102 Black,The Phone Company Touch Screen Phones Infrared M901 Gold,The Phone Company Touch Screen Phones - LCD M12 Gold,Contoso SLR Camera 35"" X358 Silver Grey"
1761007,2,782.1800000000001,"WWI Stereo Bluetooth Headphones E1000 Blue,SV DVD 15-Inch Player Portable L200 White"
1761079,3,3289.57,"Headphone Adapter for Contoso Phone E130 White,Fabrikam Microwave 0.8CuFt E0800 Grey,Adventure Works Desktop PC1.60 ED160 Silver,Contoso DVD 7-Inch Player Portable E200 Black,Contoso 4-Line Corded Cordless Telephone M203 Grey,Fabrikam Business Videographer 1/3'' 8.5mm M380 White,The Phone Company Smart phones Expert M400 Grey,Contoso Lens Cap Keeper E314 Pink"
