CustomerKey,FirstPurchase,LastPurchase,TotalOrders,CustomerStatus
1898526,2019-11-05,2019-12-18,2,Inactive
1898765,2018-09-22,2019-11-21,3,Inactive
1898949,2017-10-05,2019-07-03,4,Inactive
1899152,2020-01-04,2021-02-04,2,Inactive
1899416,2016-08-11,2021-01-08,4,Inactive
1899495,2016-05-12,2019-12-26,4,Inactive
1899770,2019-06-05,2021-01-16,3,Inactive
1899782,2018-07-09,2019-01-09,2,Inactive
1899970,2016-04-29,2020-02-15,5,Inactive
1900139,2019-09-27,2020-02-13,2,Inactive
1900664,2020-11-16,2020-11-16,1,Inactive
1900678,2016-02-20,2020-02-21,3,Inactive
1900738,2016-09-24,2019-11-29,5,Inactive
1900993,2018-09-18,2020-07-18,3,Inactive
1901026,2020-02-25,2020-02-25,1,Inactive
1901076,2019-01-09,2019-01-09,1,Inactive
1901837,2017-12-08,2017-12-08,1,Inactive
1901852,2017-10-03,2019-03-03,2,Inactive
1901931,2018-11-21,2019-10-05,3,Inactive
1902278,2019-10-02,2020-01-29,2,Inactive
1902499,2016-12-22,2019-12-21,2,Inactive
1902593,2020-10-08,2020-10-08,1,Inactive
1902908,2016-10-06,2019-02-21,2,Inactive
1902925,2018-08-24,2019-07-23,2,Inactive
1902988,2017-01-23,2017-01-23,1,Inactive
1903707,2019-05-20,2020-06-10,2,Inactive
1904257,2019-08-02,2019-08-02,1,Inactive
1904291,2019-10-10,2019-10-10,1,Inactive
1904309,2016-10-29,2019-12-17,3,Inactive
1904324,2019-08-17,2020-05-13,2,Inactive
1904355,2020-10-17,2020-10-17,1,Inactive
1904679,2020-02-12,2020-03-14,2,Inactive
1904946,2018-03-14,2019-05-28,3,Inactive
1905050,2016-01-11,2020-07-30,3,Inactive
1905165,2018-08-29,2019-11-25,2,Inactive
1905321,2020-11-06,2020-11-06,1,Inactive
1905450,2019-12-21,2020-01-25,2,Inactive
1905463,2020-02-20,2020-02-20,1,Inactive
1905541,2017-01-11,2021-01-02,3,Inactive
1905578,2018-02-14,2018-02-14,1,Inactive
1906314,2019-10-03,2019-10-03,1,Inactive
1906497,2017-03-01,2020-06-05,4,Inactive
1906508,2017-12-28,2018-02-21,2,Inactive
1906549,2016-02-09,2018-07-09,4,Inactive
1906975,2016-02-06,2017-05-06,2,Inactive
1907334,2019-05-18,2020-02-22,2,Inactive
1907494,2017-09-14,2018-02-12,2,Inactive
1907810,2019-10-19,2019-10-19,1,Inactive
1907899,2019-12-12,2019-12-12,1,Inactive
1907935,2019-06-08,2020-02-06,2,Inactive
1908058,2017-12-09,2017-12-09,1,Inactive
1908175,2016-02-12,2020-01-02,5,Inactive
1908428,2019-02-19,2019-03-13,2,Inactive
1908736,2019-09-04,2019-09-04,1,Inactive
1908813,2017-02-24,2020-05-06,5,Inactive
1908818,2019-02-08,2019-10-11,3,Inactive
1908923,2016-12-15,2020-01-23,5,Inactive
1908997,2019-02-21,2021-02-04,2,Inactive
1909007,2018-10-09,2020-01-16,4,Inactive
1909047,2020-06-15,2020-06-15,1,Inactive
1909198,2016-06-18,2019-05-16,4,Inactive
1909290,2019-03-08,2021-02-20,2,Inactive
1909376,2018-09-03,2018-09-03,1,Inactive
1909425,2019-04-25,2019-12-21,2,Inactive
1909470,2019-11-26,2019-12-19,2,Inactive
1909588,2019-02-20,2020-05-25,2,Inactive
1909589,2017-12-23,2017-12-23,1,Inactive
1909638,2017-02-21,2019-02-27,3,Inactive
1909649,2016-01-15,2019-08-20,5,Inactive
1910016,2016-02-27,2016-02-27,1,Inactive
1910322,2016-10-08,2020-05-26,3,Inactive
1910347,2019-08-24,2019-08-24,1,Inactive
1910529,2016-07-19,2016-07-19,1,Inactive
1910546,2020-01-30,2020-01-30,1,Inactive
1910709,2019-09-07,2020-06-13,2,Inactive
1910821,2017-11-29,2020-07-04,2,Inactive
1911030,2016-05-25,2016-05-25,1,Inactive
1911080,2016-11-24,2019-01-30,2,Inactive
1911270,2019-01-15,2019-01-15,1,Inactive
1911371,2018-06-28,2018-06-28,1,Inactive
1911482,2020-05-09,2020-05-09,1,Inactive
1911567,2019-05-20,2020-01-01,2,Inactive
1911774,2017-10-26,2018-12-18,2,Inactive
1911986,2017-08-12,2017-08-12,1,Inactive
1912106,2016-08-13,2018-06-07,3,Inactive
1912287,2020-05-04,2020-05-04,1,Inactive
1912515,2019-01-18,2020-03-06,3,Inactive
1912666,2016-01-21,2020-12-26,7,Inactive
1912774,2018-01-08,2019-12-18,5,Inactive
1912902,2016-02-26,2021-01-05,4,Inactive
1913004,2021-01-11,2021-01-11,1,Inactive
1913013,2018-12-15,2019-12-20,4,Inactive
1913401,2019-11-08,2019-11-08,1,Inactive
1913410,2017-12-30,2017-12-30,1,Inactive
1913981,2017-12-27,2020-06-20,6,Inactive
1914029,2018-07-05,2019-09-06,6,Inactive
1914066,2019-07-17,2019-07-17,1,Inactive
1914255,2016-01-16,2019-10-03,5,Inactive
1914379,2016-09-08,2019-05-28,4,Inactive
1914473,2019-07-16,2020-05-02,3,Inactive
1914491,2016-12-29,2020-02-19,3,Inactive
1914533,2019-01-02,2019-01-02,1,Inactive
1914720,2017-06-28,2019-10-26,2,Inactive
1914795,2019-11-27,2020-06-27,2,Inactive
1915155,2016-10-01,2016-10-01,1,Inactive
1915156,2017-09-23,2017-09-23,1,Inactive
1915291,2019-09-28,2019-09-28,1,Inactive
1915613,2018-07-13,2019-10-19,2,Inactive
1915620,2018-09-06,2019-06-27,2,Inactive
1915763,2018-01-24,2019-07-08,2,Inactive
1915783,2016-06-10,2018-05-26,4,Inactive
1915808,2018-09-26,2019-05-02,3,Inactive
1916463,2018-10-13,2020-05-27,4,Inactive
1916479,2018-07-28,2018-09-01,2,Inactive
1916541,2018-07-12,2018-07-12,1,Inactive
1916734,2016-02-15,2016-03-10,2,Inactive
1916770,2016-07-20,2020-02-26,2,Inactive
1916780,2019-05-25,2019-05-25,1,Inactive
1916927,2018-09-01,2019-12-25,2,Inactive
1916988,2018-06-22,2020-03-03,5,Inactive
1917006,2016-06-13,2019-12-17,4,Inactive
1917684,2019-09-12,2019-09-12,1,Inactive
1918030,2018-05-21,2019-09-30,5,Inactive
1918103,2018-07-14,2020-06-29,3,Inactive
1918131,2016-02-25,2020-08-05,6,Inactive
1918152,2019-03-06,2019-08-17,2,Inactive
1918233,2019-09-17,2020-05-15,3,Inactive
1918342,2018-06-06,2020-03-12,6,Inactive
1918496,2019-09-07,2019-09-07,1,Inactive
1918687,2016-01-06,2019-08-27,3,Inactive
1918775,2018-08-03,2019-12-24,4,Inactive
1918788,2018-01-20,2019-05-07,2,Inactive
1918814,2019-05-30,2019-11-06,2,Inactive
1918817,2020-02-25,2020-02-25,1,Inactive
1918928,2020-02-22,2020-02-22,1,Inactive
1918941,2018-11-18,2018-11-18,1,Inactive
1918975,2017-12-06,2019-08-30,3,Inactive
1919042,2016-12-31,2020-01-11,4,Inactive
1919414,2018-08-23,2020-02-22,2,Inactive
1919557,2018-11-20,2020-12-12,4,Inactive
1919773,2017-12-15,2018-12-27,2,Inactive
1919833,2017-12-15,2020-07-22,3,Inactive
1919938,2020-01-10,2021-02-17,3,Inactive
1920061,2017-12-13,2019-10-18,2,Inactive
1920064,2017-01-26,2019-05-09,3,Inactive
1920128,2017-09-20,2020-03-02,6,Inactive
1920351,2019-02-15,2019-02-15,1,Inactive
1920357,2019-06-17,2020-12-25,2,Inactive
1920940,2019-05-25,2019-05-25,1,Inactive
1921349,2017-02-18,2019-02-05,2,Inactive
1921614,2019-05-07,2019-05-07,1,Inactive
1921651,2016-02-23,2019-02-11,2,Inactive
1921662,2019-03-16,2020-12-18,2,Inactive
1921710,2017-12-29,2020-01-23,4,Inactive
1921829,2017-08-09,2021-01-23,4,Inactive
1921863,2017-01-24,2019-02-02,4,Inactive
1922254,2019-01-08,2019-07-04,3,Inactive
1922310,2018-09-05,2019-10-10,2,Inactive
1922715,2019-11-12,2019-11-12,1,Inactive
1922950,2019-11-06,2019-11-06,1,Inactive
1923233,2017-01-25,2020-07-06,3,Inactive
1923443,2017-01-11,2018-09-17,2,Inactive
1923504,2016-11-30,2019-08-23,2,Inactive
1923520,2017-08-16,2018-08-15,2,Inactive
1923526,2019-09-06,2021-02-12,2,Inactive
1923558,2016-01-06,2020-05-20,4,Inactive
1923575,2018-10-13,2019-12-29,2,Inactive
1924329,2017-01-05,2020-06-18,7,Inactive
1924461,2016-05-19,2018-05-16,2,Inactive
1924622,2018-05-19,2018-05-19,1,Inactive
1924810,2018-11-15,2018-11-15,1,Inactive
1924885,2018-12-05,2018-12-05,1,Inactive
1924903,2020-02-01,2020-02-01,1,Inactive
1924985,2020-01-13,2020-01-13,1,Inactive
1925694,2016-05-03,2021-02-13,9,Inactive
1925771,2019-03-08,2019-03-08,1,Inactive
1925886,2016-12-31,2018-02-17,2,Inactive
1925959,2018-05-31,2020-05-11,3,Inactive
1926067,2016-02-25,2016-02-25,1,Inactive
1926176,2016-05-28,2019-10-26,5,Inactive
1926326,2019-06-03,2019-06-03,1,Inactive
1926362,2017-02-04,2020-09-26,3,Inactive
1926364,2018-06-28,2019-12-15,4,Inactive
1926487,2017-01-31,2019-05-24,2,Inactive
1926512,2020-07-03,2021-02-15,3,Inactive
1926792,2018-07-18,2018-07-18,1,Inactive
1927194,2020-07-15,2020-07-15,1,Inactive
1927276,2016-12-14,2017-10-07,3,Inactive
1927617,2018-11-08,2019-08-31,2,Inactive
1927946,2018-01-15,2020-01-03,2,Inactive
1928016,2019-02-13,2019-02-13,1,Inactive
1928399,2016-11-05,2020-06-13,2,Inactive
1928421,2018-01-18,2019-02-17,3,Inactive
1928459,2018-03-03,2018-11-27,2,Inactive
1928466,2016-08-15,2019-11-21,4,Inactive
1928617,2016-06-07,2016-06-07,1,Inactive
1928655,2019-02-16,2019-02-26,2,Inactive
1928849,2018-06-20,2018-10-31,2,Inactive
1929193,2020-01-31,2020-01-31,1,Inactive
1929255,2017-08-28,2020-02-07,3,Inactive
1929334,2019-02-13,2019-05-15,2,Inactive
1929402,2020-01-02,2020-01-02,1,Inactive
1929451,2019-10-21,2020-02-22,2,Inactive
1929478,2018-09-29,2019-02-14,3,Inactive
1929549,2019-05-07,2019-05-07,1,Inactive
1929631,2018-12-22,2019-11-29,4,Inactive
1929743,2016-05-16,2021-01-27,3,Inactive
1929786,2017-12-16,2017-12-16,1,Inactive
1929845,2020-12-24,2020-12-24,1,Inactive
1929971,2019-06-26,2019-11-13,2,Inactive
1930107,2018-07-05,2020-03-09,2,Inactive
1930125,2018-07-06,2019-03-07,2,Inactive
1930205,2019-08-09,2019-08-09,1,Inactive
1930311,2020-09-17,2020-09-17,1,Inactive
1930372,2017-09-08,2019-11-14,2,Inactive
1930384,2019-06-21,2020-06-18,2,Inactive
1930815,2019-02-01,2019-03-06,2,Inactive
1930860,2018-09-05,2020-02-18,2,Inactive
1930960,2017-06-15,2017-06-15,1,Inactive
1931096,2020-07-21,2020-07-21,1,Inactive
1931347,2018-12-30,2020-12-18,2,Inactive
1931400,2018-12-23,2018-12-23,1,Inactive
1931445,2019-10-05,2019-10-05,1,Inactive
1931525,2016-05-12,2020-03-14,5,Inactive
1932022,2018-11-20,2018-11-20,1,Inactive
1932072,2019-02-11,2020-07-14,3,Inactive
1932228,2018-08-22,2018-08-24,2,Inactive
1932334,2016-04-27,2016-04-27,1,Inactive
1932412,2017-02-28,2020-01-14,2,Inactive
1932536,2016-09-14,2016-09-14,1,Inactive
1932733,2019-12-21,2020-02-12,2,Inactive
1932745,2016-11-05,2020-05-16,4,Inactive
1932808,2018-03-05,2020-12-17,3,Inactive
1933265,2017-01-25,2019-11-05,4,Inactive
1933298,2018-01-11,2019-11-04,5,Inactive
1933319,2018-05-07,2018-05-07,1,Inactive
1933399,2019-09-12,2019-09-12,1,Inactive
1933414,2019-02-19,2020-12-19,4,Inactive
1933910,2020-04-25,2020-04-25,1,Inactive
1934436,2017-02-15,2019-09-14,2,Inactive
1934470,2019-01-30,2020-12-26,3,Inactive
1934726,2020-02-10,2021-02-16,2,Inactive
1934815,2018-02-05,2018-02-05,1,Inactive
1934862,2017-11-01,2021-01-04,3,Inactive
1934889,2019-05-22,2020-03-10,2,Inactive
1935094,2018-06-14,2018-06-14,1,Inactive
1935224,2019-11-29,2019-11-29,1,Inactive
1935843,2018-10-02,2018-10-02,1,Inactive
1935954,2017-06-16,2017-06-16,1,Inactive
1936191,2018-10-05,2019-10-19,3,Inactive
1936262,2018-09-25,2020-08-31,2,Inactive
1936378,2017-05-20,2020-01-25,3,Inactive
1936527,2019-07-23,2020-10-28,2,Inactive
1936759,2020-06-20,2020-06-20,1,Inactive
1936890,2019-01-17,2019-10-29,2,Inactive
1937213,2016-06-25,2018-06-15,3,Inactive
1937355,2017-02-15,2020-02-27,3,Inactive
1937404,2016-03-10,2019-10-04,2,Inactive
1937882,2019-12-25,2019-12-25,1,Inactive
1937990,2018-12-28,2020-07-08,3,Inactive
1938352,2018-05-08,2018-12-28,2,Inactive
1938573,2019-12-14,2019-12-14,1,Inactive
1938586,2018-08-27,2019-01-10,3,Inactive
1938588,2017-12-23,2020-03-04,2,Inactive
1938850,2017-12-20,2017-12-20,1,Inactive
1938856,2016-12-10,2018-01-03,3,Inactive
1939013,2016-07-01,2020-02-27,3,Inactive
1939030,2018-05-31,2018-05-31,1,Inactive
1939127,2018-05-31,2018-05-31,1,Inactive
1939196,2017-11-23,2019-05-24,3,Inactive
1939210,2018-05-08,2019-10-09,2,Inactive
1939321,2016-11-16,2020-02-04,6,Inactive
1939398,2018-12-08,2020-12-16,3,Inactive
1939452,2020-02-12,2020-02-12,1,Inactive
1939795,2019-05-06,2020-02-22,3,Inactive
1939841,2018-07-12,2020-03-05,3,Inactive
1939877,2018-03-02,2019-12-23,3,Inactive
1939960,2017-07-06,2020-01-04,3,Inactive
1940053,2019-08-26,2019-08-26,1,Inactive
1940327,2019-02-16,2019-06-20,2,Inactive
1940393,2019-10-04,2020-02-19,3,Inactive
1940504,2020-03-09,2020-03-09,1,Inactive
1940708,2018-09-18,2020-03-17,6,Inactive
1941044,2018-01-14,2020-12-02,2,Inactive
1941084,2017-05-24,2020-01-02,4,Inactive
1941219,2019-01-16,2019-02-25,2,Inactive
1941222,2018-09-01,2018-12-01,2,Inactive
1941245,2019-01-15,2020-08-17,3,Inactive
1941302,2020-07-21,2020-07-21,1,Inactive
1941611,2018-08-27,2018-08-27,1,Inactive
1941728,2019-03-01,2019-03-01,1,Inactive
1941801,2019-04-29,2019-07-08,2,Inactive
1941806,2019-10-02,2020-03-14,2,Inactive
1941945,2017-03-16,2017-03-16,1,Inactive
1942015,2016-11-21,2020-08-05,3,Inactive
1942072,2016-02-15,2020-01-25,7,Inactive
1942541,2019-05-27,2019-05-27,1,Inactive
1942560,2017-06-21,2019-08-12,6,Inactive
1942638,2017-07-15,2017-07-15,1,Inactive
1942682,2018-10-27,2020-05-02,3,Inactive
1943078,2018-10-17,2021-01-18,3,Inactive
1943741,2019-06-13,2019-10-08,2,Inactive
1943961,2017-12-28,2020-08-01,4,Inactive
1944490,2020-06-17,2020-06-17,1,Inactive
1944536,2017-10-24,2020-12-19,3,Inactive
1944572,2018-02-17,2020-12-22,6,Inactive
1944664,2017-02-16,2017-02-16,1,Inactive
1944691,2017-01-31,2018-09-08,3,Inactive
1944754,2017-12-26,2019-10-03,2,Inactive
1944766,2018-11-20,2018-11-20,1,Inactive
1944880,2019-06-27,2020-10-31,2,Inactive
1945099,2019-06-15,2020-01-24,2,Inactive
1945363,2019-07-13,2021-01-14,5,Inactive
1945385,2016-09-24,2017-11-04,2,Inactive
1945782,2020-09-05,2020-09-05,1,Inactive
1946530,2018-09-07,2020-05-23,3,Inactive
1946796,2016-05-14,2019-06-24,2,Inactive
1946805,2018-09-11,2018-09-28,2,Inactive
1947004,2017-08-30,2017-08-30,1,Inactive
1947078,2019-03-01,2021-01-12,3,Inactive
1947294,2018-06-27,2020-03-02,2,Inactive
1947606,2018-03-06,2019-02-02,2,Inactive
1947708,2018-08-08,2020-07-28,2,Inactive
1947876,2017-07-26,2020-01-30,5,Inactive
1947939,2016-11-18,2019-12-11,3,Inactive
1948036,2017-07-01,2019-08-19,2,Inactive
1948125,2017-08-18,2017-08-18,1,Inactive
1948390,2017-09-30,2021-02-17,5,Inactive
1948539,2016-12-29,2018-10-09,3,Inactive
1948840,2019-01-04,2020-01-12,2,Inactive
1948852,2017-10-27,2020-02-21,5,Inactive
1949149,2016-10-16,2020-01-16,4,Inactive
1949270,2017-09-16,2020-01-07,2,Inactive
1949420,2019-08-26,2019-08-26,1,Inactive
1949764,2019-07-10,2021-01-20,4,Inactive
1950414,2017-05-30,2020-02-15,3,Inactive
1950457,2017-05-01,2017-05-01,1,Inactive
1950591,2018-02-13,2020-03-11,3,Inactive
1950637,2018-08-23,2019-12-30,2,Inactive
1950674,2018-05-14,2021-01-01,4,Inactive
1950756,2019-07-31,2020-06-16,3,Inactive
1950883,2018-03-07,2020-01-25,3,Inactive
1950884,2017-05-18,2019-09-28,3,Inactive
1950929,2016-12-23,2016-12-23,1,Inactive
1951129,2018-08-22,2018-12-31,2,Inactive
1951334,2018-02-08,2019-06-27,3,Inactive
1951406,2019-01-01,2019-12-06,2,Inactive
1951411,2017-10-18,2020-03-04,5,Inactive
1951594,2018-11-29,2020-12-29,4,Inactive
1951611,2016-09-17,2019-12-21,3,Inactive
1951643,2018-03-15,2018-03-15,1,Inactive
1951677,2019-05-11,2019-06-20,2,Inactive
1951766,2016-09-08,2020-07-23,5,Inactive
1951832,2017-08-02,2021-02-20,2,Inactive
1952169,2016-02-18,2016-02-18,1,Inactive
1952261,2017-10-06,2020-06-17,5,Inactive
1952376,2017-02-07,2019-08-27,2,Inactive
1952591,2016-09-05,2020-03-05,8,Inactive
1952663,2016-06-22,2020-02-12,4,Inactive
1952779,2018-05-30,2018-05-30,1,Inactive
1953018,2016-12-03,2016-12-03,1,Inactive
1953023,2018-10-23,2018-10-23,1,Inactive
1953058,2018-11-22,2018-11-22,1,Inactive
1953190,2018-06-06,2018-06-06,1,Inactive
1953216,2018-08-03,2020-01-22,2,Inactive
1953232,2017-09-06,2020-02-13,2,Inactive
1953978,2018-01-13,2019-12-12,3,Inactive
1954251,2018-12-13,2020-01-03,3,Inactive
1954387,2020-03-05,2020-03-05,1,Inactive
1954452,2018-05-19,2020-02-15,2,Inactive
1954639,2016-02-10,2020-02-28,2,Inactive
1954871,2018-09-13,2018-12-19,2,Inactive
1954880,2018-10-17,2020-04-27,3,Inactive
1955238,2018-08-28,2018-12-07,3,Inactive
1955493,2018-12-25,2018-12-25,1,Inactive
1955888,2019-12-13,2019-12-13,1,Inactive
1955971,2016-01-06,2018-12-19,4,Inactive
1956080,2019-01-19,2019-01-19,1,Inactive
1956193,2018-05-05,2018-05-05,1,Inactive
1956270,2019-01-05,2020-01-20,2,Inactive
1956301,2016-11-11,2019-05-08,3,Inactive
1956404,2017-05-31,2020-12-30,4,Inactive
1956497,2018-10-02,2020-07-11,4,Inactive
1956520,2017-06-21,2021-02-18,4,Inactive
1956840,2017-01-07,2020-09-17,5,Inactive
1956922,2017-11-22,2018-10-27,2,Inactive
1956960,2017-09-13,2018-10-10,3,Inactive
1956984,2018-06-26,2021-01-27,5,Inactive
1957363,2017-10-26,2021-01-05,6,Inactive
1957757,2020-06-02,2020-12-17,2,Inactive
1957771,2018-08-18,2020-01-03,2,Inactive
1957841,2018-02-22,2020-11-04,7,Inactive
1957844,2017-03-11,2017-03-11,1,Inactive
1958005,2019-01-17,2020-02-29,2,Inactive
1958373,2018-02-16,2020-12-09,5,Inactive
1958543,2017-12-22,2018-12-01,3,Inactive
1958590,2019-02-28,2019-02-28,1,Inactive
1958662,2018-05-17,2018-05-17,1,Inactive
1958679,2016-07-06,2016-07-06,1,Inactive
1958731,2020-02-21,2020-02-21,1,Inactive
1958824,2019-10-25,2020-11-02,5,Inactive
1958828,2018-11-23,2019-11-18,2,Inactive
1958936,2019-05-24,2020-03-16,2,Inactive
1959045,2017-09-14,2017-09-14,1,Inactive
1959163,2018-12-19,2019-08-17,4,Inactive
1959184,2019-07-27,2020-02-25,3,Inactive
1959237,2018-10-22,2018-10-22,1,Inactive
1959272,2018-01-16,2018-05-17,3,Inactive
1959480,2019-01-16,2019-01-16,1,Inactive
1959688,2019-02-10,2020-08-29,3,Inactive
1959821,2017-01-23,2020-05-27,2,Inactive
1959860,2019-05-31,2020-01-14,3,Inactive
1959938,2016-02-13,2020-09-21,3,Inactive
1960099,2017-05-29,2019-05-08,2,Inactive
1960149,2017-10-03,2019-10-26,3,Inactive
1960256,2017-09-06,2019-02-28,3,Inactive
1960599,2018-09-19,2018-11-24,2,Inactive
1960809,2019-12-02,2019-12-02,1,Inactive
1960909,2017-01-03,2018-11-20,2,Inactive
1961299,2016-11-09,2017-07-08,2,Inactive
1961520,2019-12-17,2019-12-24,2,Inactive
1961837,2018-02-16,2019-01-05,2,Inactive
1961950,2017-01-26,2019-12-11,3,Inactive
1961969,2016-05-04,2018-01-31,3,Inactive
1961975,2019-04-30,2019-04-30,1,Inactive
1961979,2016-07-15,2020-11-11,5,Inactive
1962126,2017-03-08,2017-03-08,1,Inactive
1962199,2016-08-05,2016-08-05,1,Inactive
1962210,2020-12-10,2020-12-10,1,Inactive
1962218,2017-08-16,2019-12-03,3,Inactive
1962303,2017-07-20,2019-10-16,4,Inactive
1962528,2018-12-25,2018-12-25,1,Inactive
1962740,2018-10-04,2019-08-07,2,Inactive
1962805,2018-09-28,2019-01-12,3,Inactive
1962816,2017-01-13,2017-01-13,1,Inactive
1963081,2017-10-21,2020-02-01,3,Inactive
1963343,2019-08-27,2020-10-30,2,Inactive
1963509,2017-08-14,2017-12-14,2,Inactive
1964297,2017-03-05,2019-09-02,6,Inactive
1964342,2017-02-18,2019-09-19,2,Inactive
1964702,2017-12-29,2020-01-31,2,Inactive
1964759,2016-06-10,2020-02-10,6,Inactive
1964791,2016-11-08,2019-03-12,2,Inactive
1964906,2020-05-26,2020-05-26,1,Inactive
1965288,2018-12-24,2021-02-20,3,Inactive
1965339,2018-02-15,2019-02-09,2,Inactive
1965605,2016-02-15,2016-02-15,1,Inactive
1965809,2019-05-24,2021-02-17,3,Inactive
1965850,2019-03-12,2021-02-04,2,Inactive
1966223,2019-12-09,2019-12-09,1,Inactive
1966751,2018-07-21,2020-03-09,2,Inactive
1966972,2016-03-11,2020-02-18,3,Inactive
1967003,2018-10-29,2018-10-29,1,Inactive
1967017,2017-08-19,2020-09-19,2,Inactive
1967159,2019-11-15,2019-11-15,1,Inactive
1967380,2017-09-28,2017-09-28,1,Inactive
1967407,2018-12-17,2018-12-17,1,Inactive
1967496,2018-01-10,2018-09-11,2,Inactive
1967534,2019-12-28,2019-12-28,1,Inactive
1967813,2016-12-07,2020-05-29,2,Inactive
1967848,2016-09-21,2020-02-14,2,Inactive
1968118,2017-12-16,2019-06-01,3,Inactive
1968385,2018-05-21,2019-02-13,3,Inactive
1968675,2016-03-04,2016-03-04,1,Inactive
1968723,2019-08-24,2019-08-24,1,Inactive
1969111,2019-12-09,2019-12-09,1,Inactive
1969221,2016-02-27,2019-12-06,2,Inactive
1969254,2020-02-18,2020-02-18,1,Inactive
1969340,2020-05-09,2020-05-09,1,Inactive
1969368,2019-12-19,2019-12-19,1,Inactive
1969433,2018-09-29,2020-07-31,4,Inactive
1969704,2016-08-13,2020-01-02,7,Inactive
1969722,2018-12-20,2020-06-02,4,Inactive
1969736,2016-11-18,2020-07-14,2,Inactive
1969751,2016-09-02,2019-08-23,2,Inactive
1969970,2019-02-09,2019-12-19,5,Inactive
1970218,2018-09-04,2018-09-04,1,Inactive
1970395,2020-02-14,2020-02-14,1,Inactive
1970732,2016-06-29,2019-02-08,4,Inactive
1970893,2016-03-10,2019-05-15,4,Inactive
1970944,2018-09-03,2018-10-06,2,Inactive
1971018,2016-05-14,2019-06-11,3,Inactive
1971514,2016-12-18,2020-01-11,4,Inactive
1971540,2018-06-15,2020-09-05,3,Inactive
1971558,2019-12-20,2019-12-20,1,Inactive
1971593,2018-07-20,2020-06-18,2,Inactive
1971661,2017-12-27,2020-08-04,3,Inactive
1971806,2018-07-21,2019-10-31,5,Inactive
1971820,2018-01-08,2019-05-23,3,Inactive
1971893,2017-12-21,2020-01-25,3,Inactive
1971969,2018-07-04,2019-07-27,2,Inactive
1971983,2016-01-09,2019-02-25,4,Inactive
1972196,2019-06-01,2019-06-01,1,Inactive
1972249,2017-12-18,2020-07-11,9,Inactive
1972329,2019-10-28,2019-10-28,1,Inactive
1972624,2016-07-07,2019-02-16,3,Inactive
1972699,2018-12-22,2019-12-25,3,Inactive
1972768,2019-02-27,2019-12-28,2,Inactive
1973315,2017-01-14,2017-01-14,1,Inactive
1973393,2020-01-30,2020-01-30,1,Inactive
1973634,2020-01-04,2020-01-04,1,Inactive
1973647,2016-12-16,2020-10-07,4,Inactive
1974024,2017-06-15,2017-06-15,1,Inactive
1974066,2018-08-22,2018-08-22,1,Inactive
1974221,2020-01-07,2020-01-07,1,Inactive
1974339,2016-10-25,2020-06-30,5,Inactive
1974345,2018-12-24,2019-10-12,3,Inactive
1974387,2018-12-26,2020-03-07,3,Inactive
1974792,2019-05-07,2019-08-09,2,Inactive
1974863,2020-02-20,2020-02-20,1,Inactive
1975386,2017-06-01,2020-01-09,4,Inactive
1975423,2018-12-06,2019-07-20,2,Inactive
1975759,2016-11-04,2016-11-04,1,Inactive
1975761,2018-02-10,2019-12-24,3,Inactive
1975850,2020-01-29,2020-06-23,2,Inactive
1976355,2016-01-13,2020-01-10,3,Inactive
1976499,2018-01-18,2020-07-14,3,Inactive
1976526,2017-11-30,2017-11-30,1,Inactive
1976633,2016-11-03,2020-06-02,4,Inactive
1976945,2019-02-16,2019-02-16,1,Inactive
1976957,2017-06-14,2020-01-28,4,Inactive
1977454,2019-02-25,2020-05-13,2,Inactive
1977527,2016-01-01,2020-09-16,2,Inactive
1977543,2017-08-12,2020-12-20,2,Inactive
1977775,2019-12-21,2020-03-07,3,Inactive
1977971,2018-12-18,2020-01-22,2,Inactive
1977993,2017-10-19,2017-10-19,1,Inactive
1978029,2017-07-22,2020-05-07,4,Inactive
1978474,2017-10-08,2020-07-18,2,Inactive
1979129,2017-09-12,2019-02-19,2,Inactive
1979251,2018-09-13,2019-09-19,3,Inactive
1979261,2019-10-15,2019-10-15,1,Inactive
1979589,2016-08-11,2016-09-30,2,Inactive
1979667,2019-03-02,2019-03-02,1,Inactive
1979728,2016-06-03,2019-02-21,5,Inactive
1979787,2016-10-13,2019-01-14,3,Inactive
1979837,2017-07-01,2019-08-09,4,Inactive
1979879,2019-02-02,2019-10-25,2,Inactive
1979995,2016-08-27,2019-11-02,7,Inactive
1980004,2016-09-06,2019-12-27,2,Inactive
1980048,2016-11-24,2016-11-24,1,Inactive
1980266,2017-03-01,2020-05-21,2,Inactive
1980499,2018-02-24,2019-12-23,3,Inactive
1980538,2018-01-20,2019-09-25,2,Inactive
1980830,2016-09-03,2017-11-08,2,Inactive
1980973,2019-02-22,2019-02-22,1,Inactive
1980993,2017-02-24,2017-02-24,1,Inactive
1981004,2016-06-16,2021-02-03,7,Inactive
1981433,2017-10-04,2021-02-14,6,Inactive
1981754,2020-02-07,2020-02-07,1,Inactive
1981833,2017-08-25,2020-01-08,4,Inactive
1981868,2016-05-10,2020-02-22,6,Inactive
1981968,2018-08-16,2019-01-01,2,Inactive
1981992,2018-08-16,2021-02-11,4,Inactive
1982066,2016-12-12,2018-03-14,2,Inactive
1982150,2017-06-26,2019-10-15,6,Inactive
1982247,2017-05-23,2020-04-30,4,Inactive
1982336,2016-06-17,2020-02-09,4,Inactive
